Mã khối,Môn xét tuyển,Mã trường,Tên trường,Số ngành
D03,"Ngữ văn, Toán, Tiếng Pháp",DHK,Trường Đại Học Kinh Tế - Đại Học Huế,22ngành
D03,"Ngữ văn, Toán, Tiếng Pháp",DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,26ngành
D03,"Ngữ văn, Toán, Tiếng Pháp",DDN,Trường Đại Học Đại Nam,47ngành
D03,"Ngữ văn, Toán, Tiếng Pháp",DKC,Trường Đại học Công Nghệ TPHCM,4ngành
D03,"Ngữ văn, Toán, Tiếng Pháp",DTV,Trường Đại Học Lương Thế Vinh,9ngành
D03,"Ngữ văn, Toán, Tiếng Pháp",DNT,Trường Đại Học Ngoại Ngữ Tin Học TPHCM,1ngành
D03,"Ngữ văn, Toán, Tiếng Pháp",DVH,Trường Đại Học Văn Hiến,1ngành
D03,"Ngữ văn, Toán, Tiếng Pháp",SKN,Trường Đại Học Sư Phạm Kỹ Thuật Nam Định,16ngành
D03,"Ngữ văn, Toán, Tiếng Pháp",UMT,Trường Đại học Quản lý và công nghệ TPHCM,10ngành
D03,"Ngữ văn, Toán, Tiếng Pháp",TBD,Trường Đại Học Thái Bình Dương,12ngành
D03,"Ngữ văn, Toán, Tiếng Pháp",DSG,Trường Đại Học Công Nghệ Sài Gòn,23ngành
D03,"Ngữ văn, Toán, Tiếng Pháp",DBG,Trường Đại học Nông Lâm Bắc Giang,2ngành
A02,"Toán, Vật lí, Sinh học",SPH,Trường Đại Học Sư Phạm Hà Nội,1ngành
A02,"Toán, Vật lí, Sinh học",SPS,Trường Đại Học Sư Phạm TPHCM,4ngành
A02,"Toán, Vật lí, Sinh học",QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,2ngành
A02,"Toán, Vật lí, Sinh học",HNM,Trường Đại học Thủ Đô Hà Nội,5ngành
A02,"Toán, Vật lí, Sinh học",DCN,Đại Học Công Nghiệp Hà Nội,3ngành
A02,"Toán, Vật lí, Sinh học",HYD,Học Viện Y Dược Học Cổ Truyền Việt Nam,2ngành
A02,"Toán, Vật lí, Sinh học",DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,26ngành
A02,"Toán, Vật lí, Sinh học",HHK,Học Viện Hàng không Việt Nam,33ngành
A02,"Toán, Vật lí, Sinh học",PKA,Đại Học Phenikaa,36ngành
A02,"Toán, Vật lí, Sinh học",TDM,Trường Đại học Thủ Dầu Một,26ngành
A02,"Toán, Vật lí, Sinh học",DTL,Trường Đại Học Thăng Long,1ngành
A02,"Toán, Vật lí, Sinh học",TLA,Trường Đại Học Thủy Lợi,1ngành
A02,"Toán, Vật lí, Sinh học",DTT,Trường Đại Học Tôn Đức Thắng,8ngành
A02,"Toán, Vật lí, Sinh học",QHT,Trường Đại Học Khoa Học Tự Nhiên Hà Nội,15ngành
A02,"Toán, Vật lí, Sinh học",TCT,Đại Học Cần Thơ,12ngành
A02,"Toán, Vật lí, Sinh học",DHS,Trường Đại Học Sư Phạm Huế,1ngành
A02,"Toán, Vật lí, Sinh học",SGD,Trường Đại Học Sài Gòn,23ngành
A02,"Toán, Vật lí, Sinh học",DDS,Trường Đại Học Sư Phạm - Đại Học Đà Nẵng,2ngành
A02,"Toán, Vật lí, Sinh học",SP2,Trường Đại Học Sư Phạm Hà Nội 2,2ngành
A02,"Toán, Vật lí, Sinh học",QHS,Trường Đại Học Giáo Dục - ĐHQG Hà Nội,3ngành
A02,"Toán, Vật lí, Sinh học",DTY,Trường Đại Học Y Dược Thái Nguyên,9ngành
A02,"Toán, Vật lí, Sinh học",THP,Trường Đại Học Hải Phòng,6ngành
A02,"Toán, Vật lí, Sinh học",SPD,Trường Đại Học Đồng Tháp,13ngành
A02,"Toán, Vật lí, Sinh học",TTN,Trường Đại Học Tây Nguyên,7ngành
A02,"Toán, Vật lí, Sinh học",DQN,Trường Đại Học Quy Nhơn,4ngành
A02,"Toán, Vật lí, Sinh học",HLU,Trường Đại Học Hạ Long,1ngành
A02,"Toán, Vật lí, Sinh học",DKT,Trường Đại Học Hải Dương,11ngành
A02,"Toán, Vật lí, Sinh học",DQB,Trường Đại Học Quảng Bình,2ngành
A02,"Toán, Vật lí, Sinh học",HHT,Trường Đại Học Hà Tĩnh,3ngành
A02,"Toán, Vật lí, Sinh học",DBL,Trường Đại Học Bạc Liêu,2ngành
A02,"Toán, Vật lí, Sinh học",DQU,Trường Đại Học Quảng Nam,1ngành
A02,"Toán, Vật lí, Sinh học",KCC,Trường Đại học Kỹ Thuật Công Nghệ Cần Thơ,2ngành
A02,"Toán, Vật lí, Sinh học",DVT,Đại Học Trà Vinh,11ngành
A02,"Toán, Vật lí, Sinh học",NLS,Trường Đại Học Nông Lâm TPHCM,21ngành
A02,"Toán, Vật lí, Sinh học",XDA,Trường Đại Học Xây Dựng Hà Nội,4ngành
A02,"Toán, Vật lí, Sinh học",MBS,Trường Đại Học Mở TPHCM,4ngành
A02,"Toán, Vật lí, Sinh học",MDA,Trường Đại Học Mỏ Địa Chất,25ngành
A02,"Toán, Vật lí, Sinh học",DDL,Trường Đại Học Điện Lực,4ngành
A02,"Toán, Vật lí, Sinh học",VLU,Trường Đại học Công nghệ kỹ thuật Vĩnh Long,10ngành
A02,"Toán, Vật lí, Sinh học",DQK,Trường Đại Học Kinh Doanh và Công Nghệ Hà Nội,4ngành
A02,"Toán, Vật lí, Sinh học",UKH,Trường Đại học Khánh Hòa,3ngành
A02,"Toán, Vật lí, Sinh học",CMC,Trường Đại Học CMC,18ngành
A02,"Toán, Vật lí, Sinh học",NTT,Trường Đại Học Nguyễn Tất Thành,7ngành
A02,"Toán, Vật lí, Sinh học",DTC,Trường Đại học Công Nghệ Thông Tin và Truyền Thông Thái Nguyên,27ngành
A02,"Toán, Vật lí, Sinh học",HVQ,Học Viện Quản Lý Giáo Dục,1ngành
A02,"Toán, Vật lí, Sinh học",DDT,Đại Học Duy Tân,12ngành
A02,"Toán, Vật lí, Sinh học",DNC,Trường Đại học Nam Cần Thơ,20ngành
A02,"Toán, Vật lí, Sinh học",HIU,Trường Đại Học Quốc Tế Hồng Bàng,14ngành
A02,"Toán, Vật lí, Sinh học",TTU,Trường Đại học Tân Tạo,5ngành
A02,"Toán, Vật lí, Sinh học",DCL,Trường Đại Học Cửu Long,14ngành
A02,"Toán, Vật lí, Sinh học",DVL,Trường Đại Học Văn Lang,8ngành
A02,"Toán, Vật lí, Sinh học",ETU,Trường Đại Học Hòa Bình,4ngành
A02,"Toán, Vật lí, Sinh học",DDN,Trường Đại Học Đại Nam,55ngành
A02,"Toán, Vật lí, Sinh học",DAD,Trường Đại Học Đông Á,26ngành
A02,"Toán, Vật lí, Sinh học",VGU,Trường Đại Học Việt Đức,10ngành
A02,"Toán, Vật lí, Sinh học",NLN,Phân hiệu Đại học Nông Lâm TPHCM tại Ninh Thuận,2ngành
A02,"Toán, Vật lí, Sinh học",DTD,Trường Đại Học Tây Đô,6ngành
A02,"Toán, Vật lí, Sinh học",DDU,Trường Đại Học Đông Đô,4ngành
A02,"Toán, Vật lí, Sinh học",DDB,Trường Đại Học Thành Đông,6ngành
A02,"Toán, Vật lí, Sinh học",DYD,Trường Đại Học Yersin Đà Lạt,5ngành
A02,"Toán, Vật lí, Sinh học",TDD,Trường Đại học Thành Đô,2ngành
A02,"Toán, Vật lí, Sinh học",DBD,Trường Đại Học Bình Dương,2ngành
A02,"Toán, Vật lí, Sinh học",DTV,Trường Đại Học Lương Thế Vinh,10ngành
A02,"Toán, Vật lí, Sinh học",VJU,Trường Đại học Việt Nhật - ĐHQG Hà Nội,1ngành
A02,"Toán, Vật lí, Sinh học",MIT,Trường Đại học Công nghệ Miền Đông,14ngành
A02,"Toán, Vật lí, Sinh học",TTG,Trường Đại Học Tiền Giang,1ngành
A02,"Toán, Vật lí, Sinh học",PVU,Trường Đại Học Dầu Khí Việt Nam,3ngành
A02,"Toán, Vật lí, Sinh học",CEA,Trường Đại học Nghệ An,1ngành
A02,"Toán, Vật lí, Sinh học",DQT,Trường Đại Học Quang Trung,2ngành
A02,"Toán, Vật lí, Sinh học",DVP,Trường Đại Học Trưng Vương,2ngành
A02,"Toán, Vật lí, Sinh học",THU,Trường Đại học Y khoa Tokyo Việt Nam,4ngành
A02,"Toán, Vật lí, Sinh học",DCD,Trường Đại Học Công Nghệ Đồng Nai,2ngành
A02,"Toán, Vật lí, Sinh học",DHT,Trường Đại Học Khoa Học Huế,1ngành
A02,"Toán, Vật lí, Sinh học",DTZ,Trường Đại Học Khoa Học Thái Nguyên,12ngành
A02,"Toán, Vật lí, Sinh học",HDT,Trường Đại Học Hồng Đức,4ngành
A02,"Toán, Vật lí, Sinh học",DNU,Trường Đại Học Đồng Nai,3ngành
A02,"Toán, Vật lí, Sinh học",VUI,Trường Đại Học Công Nghiệp Việt Trì,3ngành
A02,"Toán, Vật lí, Sinh học",DCA,Trường Đại học Intracom,2ngành
A02,"Toán, Vật lí, Sinh học",DLA,Trường Đại Học Kinh Tế Công Nghiệp Long An,1ngành
A02,"Toán, Vật lí, Sinh học",DHQ,Phân Hiệu Đại Học Huế tại Quảng Trị,1ngành
A02,"Toán, Vật lí, Sinh học",TBD,Trường Đại Học Thái Bình Dương,1ngành
A02,"Toán, Vật lí, Sinh học",DPX,Trường Đại Học Phú Xuân,3ngành
A02,"Toán, Vật lí, Sinh học",MTU,Trường Đại Học Xây Dựng Miền Tây,7ngành
A02,"Toán, Vật lí, Sinh học",DSG,Trường Đại Học Công Nghệ Sài Gòn,23ngành
A02,"Toán, Vật lí, Sinh học",TTB,Trường Đại Học Tây Bắc,8ngành
A02,"Toán, Vật lí, Sinh học",TDL,Trường Đại Học Đà Lạt,12ngành
A02,"Toán, Vật lí, Sinh học",TQU,Trường Đại học Tân Trào,5ngành
A02,"Toán, Vật lí, Sinh học",TKG,Trường Đại học Kiên Giang,6ngành
A02,"Toán, Vật lí, Sinh học",DVD,"Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",1ngành
A02,"Toán, Vật lí, Sinh học",DNB,Trường Đại Học Hoa Lư,2ngành
A02,"Toán, Vật lí, Sinh học",DDA,Trường Đại Học Công Nghệ Đông Á,20ngành
A02,"Toán, Vật lí, Sinh học",BMU,Trường Đại học Y Dược Buôn Ma Thuột,7ngành
A01,"Toán, Vật lí, Tiếng Anh",KHA,Đại Học Kinh Tế Quốc Dân,104ngành
A01,"Toán, Vật lí, Tiếng Anh",BKA,Đại Học Bách Khoa Hà Nội,55ngành
A01,"Toán, Vật lí, Tiếng Anh",HTC,Học Viện Tài chính,50ngành
A01,"Toán, Vật lí, Tiếng Anh",NHH,Học Viện Ngân Hàng,42ngành
A01,"Toán, Vật lí, Tiếng Anh",NTH,Trường Đại học Ngoại thương,36ngành
A01,"Toán, Vật lí, Tiếng Anh",YHB,Trường Đại Học Y Hà Nội,3ngành
A01,"Toán, Vật lí, Tiếng Anh",BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,39ngành
A01,"Toán, Vật lí, Tiếng Anh",SPH,Trường Đại Học Sư Phạm Hà Nội,12ngành
A01,"Toán, Vật lí, Tiếng Anh",TMU,Trường Đại Học Thương Mại,50ngành
A01,"Toán, Vật lí, Tiếng Anh",SPS,Trường Đại Học Sư Phạm TPHCM,13ngành
A01,"Toán, Vật lí, Tiếng Anh",QHI,Trường Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội,20ngành
A01,"Toán, Vật lí, Tiếng Anh",HNM,Trường Đại học Thủ Đô Hà Nội,9ngành
A01,"Toán, Vật lí, Tiếng Anh",GHA,Trường Đại Học Giao Thông Vận Tải,52ngành
A01,"Toán, Vật lí, Tiếng Anh",YTB,Trường Đại Học Y Dược Thái Bình,2ngành
A01,"Toán, Vật lí, Tiếng Anh",KMA,Học Viện Kỹ Thuật Mật Mã,4ngành
A01,"Toán, Vật lí, Tiếng Anh",DCN,Đại Học Công Nghiệp Hà Nội,50ngành
A01,"Toán, Vật lí, Tiếng Anh",YPB,Trường Đại Học Y Dược Hải Phòng,7ngành
A01,"Toán, Vật lí, Tiếng Anh",HPN,Học Viện Phụ Nữ Việt Nam,12ngành
A01,"Toán, Vật lí, Tiếng Anh",ANH,Học Viện An Ninh Nhân Dân,9ngành
A01,"Toán, Vật lí, Tiếng Anh",DKK,Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,45ngành
A01,"Toán, Vật lí, Tiếng Anh",DCT,Trường Đại Học Công Thương TPHCM,27ngành
A01,"Toán, Vật lí, Tiếng Anh",LAH,Trường Sĩ Quan Lục Quân 1 - Đại học Trần Quốc Tuấn,1ngành
A01,"Toán, Vật lí, Tiếng Anh",HQH,Học Viện Hải Quân,2ngành
A01,"Toán, Vật lí, Tiếng Anh",HHK,Học Viện Hàng không Việt Nam,33ngành
A01,"Toán, Vật lí, Tiếng Anh",PKA,Đại Học Phenikaa,66ngành
A01,"Toán, Vật lí, Tiếng Anh",PKH,Học Viện Phòng Không – Không Quân,2ngành
A01,"Toán, Vật lí, Tiếng Anh",TTH,Trường Sĩ Quan Thông Tin - Hệ Quân sự - Đại Học Thông Tin Liên Lạc,2ngành
A01,"Toán, Vật lí, Tiếng Anh",NHF,Trường Đại Học Hà Nội,3ngành
A01,"Toán, Vật lí, Tiếng Anh",KQH,Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,7ngành
A01,"Toán, Vật lí, Tiếng Anh",YTC,Trường Đại Học Y Tế Công Cộng,3ngành
A01,"Toán, Vật lí, Tiếng Anh",HQT,Học Viện Ngoại Giao,11ngành
A01,"Toán, Vật lí, Tiếng Anh",TDM,Trường Đại học Thủ Dầu Một,30ngành
A01,"Toán, Vật lí, Tiếng Anh",TYS,Trường Đại Học Y Khoa Phạm Ngọc Thạch,3ngành
A01,"Toán, Vật lí, Tiếng Anh",DTL,Trường Đại Học Thăng Long,13ngành
A01,"Toán, Vật lí, Tiếng Anh",TLA,Trường Đại Học Thủy Lợi,41ngành
A01,"Toán, Vật lí, Tiếng Anh",DTT,Trường Đại Học Tôn Đức Thắng,105ngành
A01,"Toán, Vật lí, Tiếng Anh",HVN,Học Viện Nông Nghiệp Việt Nam,22ngành
A01,"Toán, Vật lí, Tiếng Anh",QHX,Trường Đại Học Khoa Học Xã Hội và Nhân Văn Hà Nội,14ngành
A01,"Toán, Vật lí, Tiếng Anh",LPH,Trường Đại Học Luật Hà Nội,5ngành
A01,"Toán, Vật lí, Tiếng Anh",QHF,Trường Đại Học Ngoại Ngữ - ĐH Quốc gia Hà Nội,16ngành
A01,"Toán, Vật lí, Tiếng Anh",QHT,Trường Đại Học Khoa Học Tự Nhiên Hà Nội,22ngành
A01,"Toán, Vật lí, Tiếng Anh",QHE,Trường Đại Học Kinh Tế - ĐHQG Hà Nội,8ngành
A01,"Toán, Vật lí, Tiếng Anh",DTS,Đại Học Sư Phạm Thái Nguyên,3ngành
A01,"Toán, Vật lí, Tiếng Anh",TCT,Đại Học Cần Thơ,77ngành
A01,"Toán, Vật lí, Tiếng Anh",DKS,Trường Đại học Kiểm Sát,8ngành
A01,"Toán, Vật lí, Tiếng Anh",QHL,Trường Đại học Luật – ĐHQG Hà Nội,3ngành
A01,"Toán, Vật lí, Tiếng Anh",DHS,Trường Đại Học Sư Phạm Huế,4ngành
A01,"Toán, Vật lí, Tiếng Anh",SGD,Trường Đại Học Sài Gòn,22ngành
A01,"Toán, Vật lí, Tiếng Anh",NQH,Học Viện Khoa Học Quân Sự - Hệ Quân sự,2ngành
A01,"Toán, Vật lí, Tiếng Anh",NTS,Trường Đại học Ngoại thương (Cơ sở II),6ngành
A01,"Toán, Vật lí, Tiếng Anh",HTA,Học viện Tòa án,4ngành
A01,"Toán, Vật lí, Tiếng Anh",DDS,Trường Đại Học Sư Phạm - Đại Học Đà Nẵng,6ngành
A01,"Toán, Vật lí, Tiếng Anh",SP2,Trường Đại Học Sư Phạm Hà Nội 2,10ngành
A01,"Toán, Vật lí, Tiếng Anh",QHS,Trường Đại Học Giáo Dục - ĐHQG Hà Nội,4ngành
A01,"Toán, Vật lí, Tiếng Anh",HEH,Học Viện Hậu Cần - Hệ Quân sự,2ngành
A01,"Toán, Vật lí, Tiếng Anh",LPS,Trường Đại Học Luật TPHCM,9ngành
A01,"Toán, Vật lí, Tiếng Anh",DDK,Trường Đại Học Bách Khoa Đà Nẵng,49ngành
A01,"Toán, Vật lí, Tiếng Anh",DMS,Trường Đại Học Tài Chính Marketing,21ngành
A01,"Toán, Vật lí, Tiếng Anh",GSA,Trường Đại Học Giao Thông Vận Tải (Cơ sở 2),28ngành
A01,"Toán, Vật lí, Tiếng Anh",LBH,Trường Sĩ Quan Lục Quân 2 - Đại học Nguyễn Huệ,4ngành
A01,"Toán, Vật lí, Tiếng Anh",BVS,Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),18ngành
A01,"Toán, Vật lí, Tiếng Anh",DTY,Trường Đại Học Y Dược Thái Nguyên,4ngành
A01,"Toán, Vật lí, Tiếng Anh",DDY,Trường Y Dược Đà Nẵng,1ngành
A01,"Toán, Vật lí, Tiếng Anh",KTS,Trường Đại Học Kiến Trúc TPHCM,7ngành
A01,"Toán, Vật lí, Tiếng Anh",THV,Trường Đại Học Hùng Vương,3ngành
A01,"Toán, Vật lí, Tiếng Anh",THP,Trường Đại Học Hải Phòng,28ngành
A01,"Toán, Vật lí, Tiếng Anh",HCP,Học Viện Chính Sách và Phát Triển,24ngành
A01,"Toán, Vật lí, Tiếng Anh",MHN,Trường Đại Học Mở Hà Nội,11ngành
A01,"Toán, Vật lí, Tiếng Anh",LDA,Trường Đại Học Công Đoàn,20ngành
A01,"Toán, Vật lí, Tiếng Anh",HHA,Trường Đại Học Hàng Hải Việt Nam,53ngành
A01,"Toán, Vật lí, Tiếng Anh",TDV,Trường Đại Học Vinh,16ngành
A01,"Toán, Vật lí, Tiếng Anh",HCH,Học Viện Hành Chính và Quản trị công,12ngành
A01,"Toán, Vật lí, Tiếng Anh",SPD,Trường Đại Học Đồng Tháp,22ngành
A01,"Toán, Vật lí, Tiếng Anh",QHK,Trường Khoa học liên ngành và Nghệ thuật Hà Nội,6ngành
A01,"Toán, Vật lí, Tiếng Anh",TTN,Trường Đại Học Tây Nguyên,13ngành
A01,"Toán, Vật lí, Tiếng Anh",DQN,Trường Đại Học Quy Nhơn,26ngành
A01,"Toán, Vật lí, Tiếng Anh",DDQ,Trường Đại Học Kinh Tế – Đại Học Đà Nẵng,19ngành
A01,"Toán, Vật lí, Tiếng Anh",HLU,Trường Đại Học Hạ Long,16ngành
A01,"Toán, Vật lí, Tiếng Anh",DKT,Trường Đại Học Hải Dương,20ngành
A01,"Toán, Vật lí, Tiếng Anh",DQB,Trường Đại Học Quảng Bình,9ngành
A01,"Toán, Vật lí, Tiếng Anh",DPQ,Trường Đại Học Phạm Văn Đồng,6ngành
